Down,9,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,2,2,0,0,1,1,0,0,0,0,0,0.0,0,0,0,Damarri Mathis
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Damarri Mathis
