Month,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
September,15,8,7,0,0,0,0,0,0,0,0,0.0,0,0,1,Josey Jewell
