Down,8,4,4,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,4,3,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Josey Jewell
3rd,3,1,2,0,0,0,0,0,0,0,0,0.0,0,0,1,Josey Jewell
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Josey Jewell
