Down,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,Player Name
2nd,3,2,1,0,1,3,0,0,0,0,0,0.0,0,0,0,Randy Gregory
3rd,2,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,Randy Gregory
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Randy Gregory
