DAY,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Sunday,6,3,3,1,1,3,0,0,0,0,0,0.0,0,0,1,Randy Gregory
