Outcome,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Losses,2,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Delarrin Turner-Yell
