Close,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Player Name
Last 2 Min. Half,1,7,7.0,0,7,0,0,0.0,0,0,0,0,Jerry Jeudy
