Quarter,2,14,7.0,0,7,0,0,0.0,0,0,0,0,Player Name
Quarter,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Jerry Jeudy
4th,0,0,0.0,0,0,0,0,0.0,0,0,0,0,Jerry Jeudy
