Weather,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
<40 F,1,0,1,0.5,0,0,0,0,0,0,0,0.0,0,0,0,Baron Browning
