Close,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Player Name
"4th QTR, +/-7",1,5,5.0,0,5,0,0,0.0,0,0,0,0,Marvin Mims Jr.
