Down,2,98,49.0,1,60,1,8,8.0,0,8,0,0,Player Name
2nd,3,40,13.3,0,30,2,5,2.5,0,3,0,0,Marvin Mims Jr.
3rd,2,57,28.5,0,53,0,0,0.0,0,0,0,0,Marvin Mims Jr.
Down,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Marvin Mims Jr.
