Surface,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Grass,18,9,9,2,0.5,0,1,0,0,0,0,0.0,0,0,0,Jonathon Cooper
