Down,7,63,9.0,0,15,0,0,0.0,0,0,0,0,Player Name
2nd,7,76,10.9,1,21,0,0,0.0,0,0,1,1,Courtland Sutton
3rd,3,50,16.7,1,25,0,0,0.0,0,0,1,1,Courtland Sutton
Down,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Courtland Sutton
