Depth Chart,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
As Sub,22,11,11,0,1,1,2,0,0,0,0,0.0,0,0,1,P.J. Locke
