Down,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,Player Name
2nd,7,6,1,0,1,1,1,0,0,0,0,0.0,0,0,0,P.J. Locke
3rd,3,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0,P.J. Locke
4th,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,P.J. Locke
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,P.J. Locke
