Weather,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
<40 F,4,2,2,0,0,0,1,0,0,0,0,0.0,0,0,1,P.J. Locke
