Down,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Mike Purcell
1st,2,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,Mike Purcell
