Depth Chart,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
As Sub,3,0,3,0,0.5,0,0,0,0,0,0,0.0,0,0,0,Mike Purcell
