Outcome,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Losses,12,7,5,0,1.5,0,0,0,0,0,0,0.0,0,0,1,Alex Singleton
