Down,5,4,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,4,3,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Alex Singleton
3rd,2,0,2,0,0,0,0,0,0,0,0,0.0,0,0,1,Alex Singleton
4th,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Alex Singleton
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Alex Singleton
