Victory Margin,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
0-7,12,6,6,0,0,0,0,0,0,1,1,1.0,0,1,1,Jonas Griffith
