Down,1,50,50.0,1,50,0,0,0.0,0,0,0,0,Player Name
2nd,3,47,15.7,1,21,0,0,0.0,0,0,0,0,Brandon Johnson
3rd,2,12,6.0,0,8,0,0,0.0,0,0,0,0,Brandon Johnson
Down,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Brandon Johnson
