Weather,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,CAR,YDS,AVG,TD,LNG,Player Name
81+ F,18,32,308,56.3,9.6,3,1,60,7,107.3,6,56,9.3,0,15,Russell Wilson
