Depth Chart,CMP,ATT,YDS,CMP%,AVG,TD,INT,LNG,SACK,RTG,CAR,YDS,AVG,TD,LNG,Player Name
As Starter,45,66,485,68.2,7.3,5,1,60,9,108.5,7,57,8.1,0,15,Russell Wilson
