Location,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Outdoors,25,13,12,0,0,0,0,0,0,1,1,1.0,0,1,1,Jonas Griffith
