Season Games,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
1-8,46,26,20,0,0,0,0,0,0,1,1,1.0,0,1,1,Jonas Griffith
