Weather,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
<40 F,5,2,3,0,0,0,0,0,0,0,0,0.0,0,0,1,K'Waun Williams
