Depth Chart,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
As Starter,15,8,7,0,0,0,0,0,0,0,0,0.0,0,0,1,Josey Jewell
