Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
4th,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Tremon Smith
