Outcome,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Losses,8,3,5,0,1,0,0,0,0,0,0,0.0,0,0,0,Jonathan Harris
