Depth Chart,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
As Starter,8,3,5,0,1,0,0,0,0,0,0,0.0,0,0,0,Jonathan Harris
