Down,20,337,16.9,4,44,0,0,0.0,0,0,0,0,Player Name
2nd,18,209,11.6,1,27,0,0,0.0,0,0,0,0,Tim Patrick
3rd,13,168,12.9,0,31,0,0,0.0,0,0,0,0,Tim Patrick
4th,2,20,10.0,0,15,0,0,0.0,0,0,0,0,Tim Patrick
Down,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Tim Patrick
