Down,1,3,3.0,0,3,0,0,0.0,0,0,0,0,Player Name
3rd,0,0,0.0,0,0,1,3,3.0,0,3,0,0,Michael Burton
Down,CAR,YDS,AVG,TD,LNG,REC,YDS,AVG,TD,LNG,FUM,LST,Michael Burton
