Weather,PUNTS,AVG,LNG,YDS,TB,TB%,IN20,IN20%,ATT,YDS,AVG,NET,Player Name
81+ F,8,46.0,61,368,0,0.00,3,37.50,5,39,7.8,41.1,Riley Dixon
