Month,PUNTS,AVG,LNG,YDS,TB,TB%,IN20,IN20%,ATT,YDS,AVG,NET,Player Name
September,10,44.8,61,448,0,0.00,4,40.00,5,39,7.8,40.9,Riley Dixon
