Down,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Kareem Jackson
3rd,2,2,0,0,0,0,0,0,0,1,0,0.0,0,0,1,Kareem Jackson
4th,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Kareem Jackson
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Kareem Jackson
