Location,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Outdoors,6,6,0,0,0,0,0,0,0,1,0,0.0,0,1,1,Kareem Jackson
