Month,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
September,13,10,3,0,0,0,0,0,0,1,0,0.0,0,1,1,Kareem Jackson
