Depth Chart,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
As Starter,6,6,0,0,0,0,0,0,0,1,0,0.0,0,1,1,Kareem Jackson
