Down,3,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,4,1,3,0,1,3,0,0,0,0,0,0.0,0,0,0,Zach Allen
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Zach Allen
