Depth Chart,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
As Starter,7,2,5,0,2,3,0,0,0,0,0,0.0,0,0,0,Zach Allen
