Down,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
3rd,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Frank Clark
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Frank Clark
