Outcome,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Losses,7,2,5,0,2,3,0,0,0,0,0,0.0,0,0,0,Zach Allen
