Location,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Outdoors,10,9,1,0,0,0,0,0,0,0,0,0.0,0,0,3,Pat Surtain II
