Surface,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Grass,5,5,0,0,0,0,0,0,0,0,0,0.0,0,0,3,Pat Surtain II
