Outcome,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Losses,10,9,1,0,0,0,0,0,0,0,0,0.0,0,0,3,Pat Surtain II
