Depth Chart,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
As Starter,5,5,0,0,0,0,0,0,0,0,0,0.0,0,0,3,Pat Surtain II
