Weather,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
81+ F,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Pat Surtain II
