Down,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Elijah Garcia
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Elijah Garcia
