Close,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
"4th QTR, +/-7",3,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Damarri Mathis
