Weather,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
81+ F,6,6,0,0,0,1,0,0,0,0,0,0.0,0,0,0,Damarri Mathis
