Location,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Outdoors,11,5,6,2,0,0,1,0,0,0,0,0.0,0,0,0,Jonathon Cooper
