Down,4,3,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,3,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,Jonathan Harris
3rd,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Jonathan Harris
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Jonathan Harris
