Location,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Outdoors,8,3,5,0,1,0,0,0,0,0,0,0.0,0,0,0,Jonathan Harris
