Season Games,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
1-8,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Frank Clark
