Down,7,4,3,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Justin Simmons
3rd,3,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Justin Simmons
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Justin Simmons
