Surface,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Grass,14,10,4,0,0,0,0,0,0,0,0,0.0,0,0,0,Justin Simmons
