Down,2,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Player Name
2nd,3,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Essang Bassey
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Essang Bassey
