Weather,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
81+ F,10,7,3,0,0,0,0,0,0,0,0,0.0,0,0,0,Justin Simmons
