Down,18,71,3.9,0,15,2,16,8.0,0,9,0,0,Player Name
2nd,7,25,3.6,0,9,4,3,0.8,0,5,0,0,Javonte Williams
Down,CAR,YDS,AVG,TD,LNG,REC,YDS,AVG,TD,LNG,FUM,LST,Javonte Williams
