Half,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
2nd,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,Mike Purcell
