Weather,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
81+ F,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,Mike Purcell
