Season Games,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
1-8,6,4,2,0,0,0,0,0,0,0,0,0.0,0,0,0,D.J. Jones
