Location,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Outdoors,4,2,2,0,0,0,0,0,0,0,0,0.0,0,0,0,D.J. Jones
